usuario_id,usuario_nombre,usuario_edad,usuario_verificado,usuario_correos_asociados,usuario_fecha_registro,cuenta_origen_id,cuenta_origen_saldo,cuenta_origen_tipo,cuenta_origen_fecha_creacion,cuenta_origen_activa,cuenta_origen_nivel_riesgo,cuenta_destino_id,cuenta_destino_saldo,cuenta_destino_tipo,cuenta_destino_fecha_creacion,cuenta_destino_activa,cuenta_destino_nivel_riesgo,transaccion_id,transaccion_monto,transaccion_fecha,transaccion_minuto_dia,transaccion_tipo,transaccion_canal,transaccion_etiquetas_alerta,transaccion_es_sospechosa,transaccion_riesgo_score,dispositivo_id,dispositivo_tipo,dispositivo_ip,dispositivo_sistema_operativo,dispositivo_confiable,dispositivo_ultimo_uso,ubicacion_residencia_id,ubicacion_residencia_pais,ubicacion_residencia_ciudad,ubicacion_residencia_latitud,ubicacion_residencia_longitud,ubicacion_residencia_zona_riesgo,ubicacion_transaccion_id,ubicacion_transaccion_pais,ubicacion_transaccion_ciudad,ubicacion_transaccion_latitud,ubicacion_transaccion_longitud,ubicacion_transaccion_zona_riesgo,ubicacion_cuenta_id,ubicacion_cuenta_pais,ubicacion_cuenta_ciudad,ubicacion_cuenta_latitud,ubicacion_cuenta_longitud,ubicacion_cuenta_zona_riesgo,ubicacion_dispositivo_id,ubicacion_dispositivo_pais,ubicacion_dispositivo_ciudad,ubicacion_dispositivo_latitud,ubicacion_dispositivo_longitud,ubicacion_dispositivo_zona_riesgo
USU_0643,Fernando Ramirez,60,true,fernando.ramirez@correo.com|0643@banco-demo.com,2022-02-12,CTA_00661,8674.61,nomina,2025-07-28,true,medio,CTA_00256,57724.26,nomina,2023-05-03,true,medio,TX_001493,2361.21,2026-01-24,458,compra_online,cajero,,false,41,DEV_0227,tablet,10.227.59.16,Windows,true,2026-01-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_065,Guatemala,Petén,16.92999,-89.93398,false,UBI_014,Guatemala,Quetzaltenango,14.86304,-91.5166,false,UBI_065,Guatemala,Petén,16.92275,-89.87717,false
USU_0644,Paola Hernandez,22,true,paola.hernandez@correo.com|0644@banco-demo.com,2025-10-30,CTA_00666,4613.26,nomina,2025-08-18,true,medio,CTA_00263,57903.26,monetaria,2022-05-23,true,medio,TX_001494,1018.88,2026-03-25,78,deposito,app_movil,,false,37,DEV_0230,pos,10.230.80.29,Android,true,2026-03-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_066,El Salvador,San Salvador,13.68229,-89.22919,true,UBI_024,Guatemala,Guatemala,14.656,-90.54509,false,UBI_080,México,Tapachula,14.95466,-92.27753,true
USU_0645,Carlos Diaz,62,false,carlos.diaz@correo.com|0645@banco-demo.com,2020-10-01,CTA_00671,28907.31,monetaria,2022-06-14,true,medio,CTA_00270,59141.48,nomina,2022-05-19,true,bajo,TX_001495,425.02,2026-04-24,1339,pago_servicio,agencia,,false,23,DEV_0233,pos,10.233.101.42,Android,true,2026-04-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_067,Honduras,Tegucigalpa,14.03862,-87.16192,true,UBI_034,Panamá,Ciudad de Panamá,8.96409,-79.49497,true,UBI_095,Colombia,Bogotá,4.70026,-74.07602,true
USU_0646,Jose Hernandez,52,true,jose.hernandez@correo.com|0646@banco-demo.com,2025-03-14,CTA_00676,23041.48,empresarial,2023-10-14,true,bajo,CTA_00277,5015.52,ahorro,2025-08-23,true,bajo,TX_001496,1478.95,2026-03-07,1124,retiro,app_movil,,false,11,DEV_0236,telefono,10.236.122.55,Linux,true,2026-03-07,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_068,México,Tapachula,14.91279,-92.2663,true,UBI_044,México,Tapachula,14.88178,-92.31143,true,UBI_110,Guatemala,Quetzaltenango,14.80853,-91.53704,false
USU_0647,Mateo Gomez,38,true,mateo.gomez@correo.com|0647@banco-demo.com,2022-03-09,CTA_00681,53487.65,nomina,2023-12-07,true,medio,CTA_00284,47030.09,ahorro,2022-08-11,true,medio,TX_001497,1211.29,2026-02-13,1434,deposito,app_movil,,false,40,DEV_0239,pos,10.239.143.68,POS-Embedded,true,2026-02-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_069,Costa Rica,San José,9.9339,-84.12505,true,UBI_054,El Salvador,San Salvador,13.66491,-89.23134,true,UBI_006,El Salvador,San Salvador,13.73119,-89.19912,true
USU_0648,Mateo Garcia,51,true,mateo.garcia@correo.com|0648@banco-demo.com,2023-10-27,CTA_00686,68054.36,nomina,2021-11-26,true,medio,CTA_00291,16618.83,empresarial,2023-12-03,true,bajo,TX_001498,3916.57,2026-04-25,363,pago_servicio,web,,false,38,DEV_0242,cajero,10.242.164.81,ATM-OS,true,2026-04-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_070,Panamá,Ciudad de Panamá,8.95179,-79.48962,true,UBI_064,Guatemala,Cobán,15.48066,-90.37981,false,UBI_021,Costa Rica,San José,9.92654,-84.12504,true
USU_0649,Luis Fuentes,52,true,luis.fuentes@correo.com|0649@banco-demo.com,2022-11-23,CTA_00691,1057.02,monetaria,2023-04-14,true,bajo,CTA_00298,33720.72,nomina,2025-03-26,true,medio,TX_001499,695.99,2026-02-10,1064,transferencia,app_movil,,false,15,DEV_0245,cajero,10.245.185.94,POS-Embedded,true,2026-02-10,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_071,Colombia,Bogotá,4.70131,-74.09105,true,UBI_074,Guatemala,Quetzaltenango,14.89566,-91.54544,false,UBI_036,Guatemala,Guatemala,14.58746,-90.48914,false
USU_0650,Ricardo Gomez,70,true,ricardo.gomez@correo.com|0650@banco-demo.com,2023-10-23,CTA_00696,22192.52,nomina,2024-11-20,true,medio,CTA_00305,11917.96,nomina,2022-08-16,true,bajo,TX_001500,4348.57,2026-04-17,519,retiro,app_movil,,false,31,DEV_0248,laptop,10.248.206.107,iOS,true,2026-04-17,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_072,Guatemala,Guatemala,14.62331,-90.4935,false,UBI_084,Guatemala,Guatemala,14.62377,-90.52385,false,UBI_051,Guatemala,Escuintla,14.3486,-90.8116,false
USU_0651,Valeria Diaz,56,true,valeria.diaz@correo.com|0651@banco-demo.com,2024-04-17,CTA_00701,25627.34,monetaria,2024-10-25,true,medio,CTA_00312,7833.86,nomina,2025-04-12,false,bajo,TX_001501,3573.6,2026-03-12,1418,pago_servicio,pos,,false,27,DEV_0251,cajero,10.251.227.120,POS-Embedded,false,2026-03-12,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_073,Guatemala,Antigua Guatemala,14.59721,-90.73403,false,UBI_094,Panamá,Ciudad de Panamá,8.96123,-79.53858,true,UBI_066,El Salvador,San Salvador,13.67521,-89.25174,true
USU_0652,Mateo Diaz,46,true,mateo.diaz@correo.com|0652@banco-demo.com,2024-08-06,CTA_00706,38826.68,ahorro,2023-09-05,true,medio,CTA_00319,21890.32,nomina,2025-06-30,true,medio,TX_001502,4092.95,2026-02-18,1154,pago_servicio,pos,,false,27,DEV_0254,pos,10.254.248.133,Windows,true,2026-02-18,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_074,Guatemala,Quetzaltenango,14.80371,-91.52724,false,UBI_104,México,Tapachula,14.92975,-92.28169,true,UBI_081,Costa Rica,San José,9.88959,-84.08504,true
USU_0653,Jose Vasquez,45,true,jose.vasquez@correo.com|0653@banco-demo.com,2022-05-19,CTA_00711,45202.51,ahorro,2022-07-18,true,medio,CTA_00326,15058.46,nomina,2022-04-02,true,medio,TX_001503,2367.4,2026-03-10,613,compra_online,cajero,,false,32,DEV_0257,laptop,10.2.14.146,macOS,true,2026-03-10,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_075,Guatemala,Escuintla,14.28032,-90.80876,false,UBI_114,El Salvador,San Salvador,13.73871,-89.19592,true,UBI_096,Guatemala,Guatemala,14.67817,-90.55045,false
USU_0654,Maria Vasquez,60,true,maria.vasquez@correo.com|0654@banco-demo.com,2021-02-11,CTA_00716,77875.44,ahorro,2022-06-30,true,medio,CTA_00333,48838.54,monetaria,2024-05-20,true,medio,TX_001504,2888.14,2026-01-11,162,pago_servicio,pos,,false,9,DEV_0260,telefono,10.5.35.159,Android,true,2026-01-11,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_076,Guatemala,Cobán,15.51358,-90.3452,false,UBI_005,Guatemala,Petén,16.94526,-89.89589,false,UBI_111,Guatemala,Escuintla,14.29233,-90.77574,false
USU_0655,Ricardo Rodriguez,73,true,ricardo.rodriguez@correo.com|0655@banco-demo.com,2024-04-29,CTA_00721,69591.38,monetaria,2025-10-17,true,bajo,CTA_00340,11306.63,ahorro,2025-04-14,true,medio,TX_001505,1470.12,2026-02-11,25,deposito,cajero,,false,20,DEV_0263,telefono,10.8.56.172,POS-Embedded,true,2026-02-11,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_077,Guatemala,Petén,16.93494,-89.93608,false,UBI_015,Guatemala,Escuintla,14.27741,-90.80471,false,UBI_007,Honduras,Tegucigalpa,14.04079,-87.20123,true
USU_0656,Mateo Rodriguez,25,true,mateo.rodriguez@correo.com|0656@banco-demo.com,2020-09-09,CTA_00726,73306.53,nomina,2021-05-16,true,medio,CTA_00347,45834.43,empresarial,2023-11-02,true,bajo,TX_001506,4405.94,2026-03-16,832,pago_servicio,web,,false,21,DEV_0266,pos,10.11.77.185,ATM-OS,true,2026-03-16,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_078,El Salvador,San Salvador,13.70995,-89.26619,true,UBI_025,Guatemala,Antigua Guatemala,14.5482,-90.70284,false,UBI_022,Panamá,Ciudad de Panamá,8.98278,-79.49688,true
USU_0657,Mateo Diaz,60,true,mateo.diaz@correo.com|0657@banco-demo.com,2024-09-09,CTA_00731,39937.37,empresarial,2022-09-20,true,bajo,CTA_00354,58564.93,monetaria,2023-04-25,true,medio,TX_001507,3870.85,2026-03-24,299,retiro,web,,false,44,DEV_0269,tablet,10.14.98.198,Windows,false,2026-03-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_079,Honduras,Tegucigalpa,14.1036,-87.16963,true,UBI_035,Colombia,Bogotá,4.74776,-74.03755,true,UBI_037,Guatemala,Antigua Guatemala,14.54979,-90.72698,false
USU_0658,Ana Morales,51,true,ana.morales@correo.com|0658@banco-demo.com,2025-06-18,CTA_01508,23242.96,ahorro,2025-11-17,false,medio,CTA_00361,37269.12,monetaria,2025-02-28,true,alto,TX_001508,44858.37,2026-04-29,1355,transferencia,agencia,monto_alto|revision_manual,true,71,DEV_0272,cajero,10.17.119.211,macOS,true,2026-04-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_080,México,Tapachula,14.89974,-92.29027,true,UBI_042,El Salvador,San Salvador,13.6611,-89.17324,true,UBI_052,Guatemala,Cobán,15.46128,-90.40603,false
USU_0659,Lucia Mendez,37,false,lucia.mendez@correo.com|0659@banco-demo.com,2025-05-31,CTA_00741,26413.53,empresarial,2021-12-16,true,bajo,CTA_00368,41440.96,monetaria,2022-08-24,true,medio,TX_001509,562.38,2026-04-23,939,deposito,web,,false,28,DEV_0275,cajero,10.20.140.224,Windows,true,2026-04-23,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_081,Costa Rica,San José,9.93713,-84.05607,true,UBI_055,Honduras,Tegucigalpa,14.07761,-87.17504,true,UBI_067,Honduras,Tegucigalpa,14.12052,-87.17497,true
USU_0660,Ana Rodriguez,38,true,ana.rodriguez@correo.com|0660@banco-demo.com,2025-06-17,CTA_00746,19462.33,nomina,2021-07-03,true,bajo,CTA_00375,49676.64,ahorro,2024-09-14,true,medio,TX_001510,2791.27,2026-01-25,977,retiro,pos,,false,9,DEV_0278,pos,10.23.161.237,Windows,true,2026-01-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_082,Panamá,Ciudad de Panamá,9.01761,-79.52903,true,UBI_065,Guatemala,Petén,16.90354,-89.92463,false,UBI_082,Panamá,Ciudad de Panamá,9.01035,-79.51643,true
USU_0661,Mateo Garcia,31,false,mateo.garcia@correo.com|0661@banco-demo.com,2023-03-27,CTA_00751,44785.46,ahorro,2024-08-15,true,medio,CTA_00382,25503.11,monetaria,2024-04-20,true,bajo,TX_001511,1025.29,2026-01-01,1165,pago_servicio,app_movil,,false,35,DEV_0281,laptop,10.26.182.250,iOS,false,2026-01-01,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_083,Colombia,Bogotá,4.74808,-74.07949,true,UBI_075,Guatemala,Escuintla,14.27422,-90.83147,false,UBI_097,Guatemala,Antigua Guatemala,14.60434,-90.7467,false
USU_0662,Andres Castillo,65,true,andres.castillo@correo.com|0662@banco-demo.com,2023-12-05,CTA_00756,53560.21,nomina,2023-06-17,true,medio,CTA_00389,39536.39,empresarial,2023-09-07,true,medio,TX_001512,2420.07,2026-04-11,871,retiro,app_movil,,false,21,DEV_0284,tablet,10.29.203.8,Android,true,2026-04-11,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_084,Guatemala,Guatemala,14.60925,-90.4655,false,UBI_085,Guatemala,Antigua Guatemala,14.58768,-90.75484,false,UBI_112,Guatemala,Cobán,15.50189,-90.38895,false
USU_0663,Lucia Vasquez,20,true,lucia.vasquez@correo.com|0663@banco-demo.com,2024-02-05,CTA_00761,12317.99,monetaria,2023-01-05,false,bajo,CTA_00396,17175.5,empresarial,2022-11-06,true,bajo,TX_001513,821.18,2026-02-27,1409,compra_online,pos,,false,34,DEV_0287,cajero,10.32.224.21,ATM-OS,true,2026-02-27,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_085,Guatemala,Antigua Guatemala,14.52372,-90.74964,false,UBI_095,Colombia,Bogotá,4.71139,-74.04649,true,UBI_008,México,Tapachula,14.93402,-92.25047,true
USU_0664,Jose Gomez,36,false,jose.gomez@correo.com|0664@banco-demo.com,2021-08-16,CTA_00766,22111.86,empresarial,2022-02-28,true,bajo,CTA_00403,2485.88,empresarial,2023-08-24,true,medio,TX_001514,4275.92,2026-04-16,620,pago_servicio,app_movil,,false,37,DEV_0290,tablet,10.35.245.34,Android,true,2026-04-16,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_086,Guatemala,Quetzaltenango,14.81356,-91.54617,false,UBI_105,Costa Rica,San José,9.91477,-84.10246,true,UBI_023,Colombia,Bogotá,4.70467,-74.099,true
USU_0665,Elena Castillo,65,true,elena.castillo@correo.com|0665@banco-demo.com,2022-02-05,CTA_00771,71661.15,monetaria,2025-10-07,true,bajo,CTA_00410,13515.86,nomina,2022-05-30,true,medio,TX_001515,4271.35,2026-04-29,1134,pago_servicio,web,,false,37,DEV_0293,laptop,10.38.11.47,macOS,true,2026-04-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_087,Guatemala,Escuintla,14.32008,-90.80398,false,UBI_115,Honduras,Tegucigalpa,14.10126,-87.17972,true,UBI_038,Guatemala,Quetzaltenango,14.8353,-91.51559,false
USU_0666,Diego Hernandez,68,true,diego.hernandez@correo.com|0666@banco-demo.com,2023-12-18,CTA_00776,66401.16,nomina,2025-08-12,true,medio,CTA_00417,14867.08,monetaria,2024-02-05,true,bajo,TX_001516,1332.11,2026-04-11,286,deposito,cajero,,false,10,DEV_0296,telefono,10.41.32.60,Windows,false,2026-04-11,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_088,Guatemala,Cobán,15.49712,-90.39112,false,UBI_006,El Salvador,San Salvador,13.70718,-89.2498,true,UBI_053,Guatemala,Petén,16.88921,-89.87919,false
USU_0667,Lucia Garcia,22,true,lucia.garcia@correo.com|0667@banco-demo.com,2024-03-25,CTA_00781,1211.54,monetaria,2025-12-02,true,medio,CTA_00424,58177.99,monetaria,2024-05-22,true,medio,TX_001517,1619.21,2026-03-29,1211,compra_online,app_movil,,false,45,DEV_0299,telefono,10.44.53.73,iOS,true,2026-03-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_089,Guatemala,Petén,16.91954,-89.93185,false,UBI_016,Guatemala,Cobán,15.46455,-90.36434,false,UBI_068,México,Tapachula,14.9058,-92.26862,true
USU_0668,Jose Gomez,32,true,jose.gomez@correo.com|0668@banco-demo.com,2024-07-04,CTA_00786,10265.74,nomina,2024-02-25,true,bajo,CTA_00431,27145.7,ahorro,2025-04-24,true,bajo,TX_001518,3863.53,2026-02-03,1117,retiro,pos,,false,18,DEV_0302,laptop,10.47.74.86,POS-Embedded,true,2026-02-03,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_090,El Salvador,San Salvador,13.73565,-89.22969,true,UBI_026,Guatemala,Quetzaltenango,14.81745,-91.53658,false,UBI_083,Colombia,Bogotá,4.67217,-74.03549,true
USU_0669,Ricardo Lopez,39,true,ricardo.lopez@correo.com|0669@banco-demo.com,2022-05-20,CTA_00791,7614.41,nomina,2022-10-24,true,medio,CTA_00438,16664.7,nomina,2024-03-10,true,medio,TX_001519,3406.5,2026-03-24,1196,retiro,pos,,false,22,DEV_0305,telefono,10.50.95.99,Windows,true,2026-03-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_091,Honduras,Tegucigalpa,14.07286,-87.16374,true,UBI_036,Guatemala,Guatemala,14.59687,-90.46653,false,UBI_098,Guatemala,Quetzaltenango,14.8673,-91.57154,false
USU_0670,Jose Rodriguez,44,true,jose.rodriguez@correo.com|0670@banco-demo.com,2024-11-18,CTA_00796,22935.94,empresarial,2023-07-26,true,medio,CTA_00445,39591.58,monetaria,2024-01-21,true,bajo,TX_001520,3757.56,2026-02-03,517,transferencia,agencia,,false,28,DEV_0308,cajero,10.53.116.112,Linux,true,2026-02-03,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_092,México,Tapachula,14.88399,-92.2789,true,UBI_046,Panamá,Ciudad de Panamá,8.99836,-79.49591,true,UBI_113,Guatemala,Petén,16.87634,-89.85251,false
USU_0671,Valeria Diaz,63,true,valeria.diaz@correo.com|0671@banco-demo.com,2024-07-16,CTA_00801,22577.3,monetaria,2022-08-24,true,bajo,CTA_00452,15691.77,empresarial,2025-03-01,false,bajo,TX_001521,219.52,2026-02-20,1218,retiro,agencia,,false,32,DEV_0311,laptop,10.56.137.125,macOS,true,2026-02-20,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_093,Costa Rica,San José,9.97119,-84.06711,true,UBI_056,México,Tapachula,14.88685,-92.29604,true,UBI_009,Costa Rica,San José,9.92562,-84.09901,true
USU_0672,Maria Mendez,62,true,maria.mendez@correo.com|0672@banco-demo.com,2024-10-24,CTA_00806,5884.29,monetaria,2025-03-04,true,medio,CTA_00459,21094.34,ahorro,2025-01-19,true,medio,TX_001522,3128.18,2026-04-15,389,pago_servicio,cajero,,false,22,DEV_0314,tablet,10.59.158.138,POS-Embedded,true,2026-04-15,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_094,Panamá,Ciudad de Panamá,9.02687,-79.49791,true,UBI_066,El Salvador,San Salvador,13.72601,-89.24742,true,UBI_024,Guatemala,Guatemala,14.61048,-90.54461,false
USU_0673,Daniela Fuentes,29,true,daniela.fuentes@correo.com|0673@banco-demo.com,2024-12-15,CTA_00811,17030.12,monetaria,2022-01-25,true,medio,CTA_00466,14893.84,nomina,2023-09-01,true,bajo,TX_001523,653.31,2026-01-02,985,transferencia,cajero,,false,21,DEV_0317,cajero,10.62.179.151,iOS,true,2026-01-02,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_095,Colombia,Bogotá,4.70486,-74.07502,true,UBI_076,Guatemala,Cobán,15.43593,-90.40199,false,UBI_039,Guatemala,Escuintla,14.28569,-90.76577,false
USU_0674,Pablo Rodriguez,58,true,pablo.rodriguez@correo.com|0674@banco-demo.com,2020-10-23,CTA_00816,60229.79,ahorro,2023-02-19,true,medio,CTA_00473,17371.73,ahorro,2023-07-07,true,medio,TX_001524,1112.42,2026-04-12,838,retiro,agencia,,false,8,DEV_0320,laptop,10.65.200.164,macOS,true,2026-04-12,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_096,Guatemala,Guatemala,14.63577,-90.54454,false,UBI_086,Guatemala,Quetzaltenango,14.86556,-91.55121,false,UBI_054,El Salvador,San Salvador,13.68138,-89.17125,true
USU_0675,Lucia Hernandez,75,true,lucia.hernandez@correo.com|0675@banco-demo.com,2023-08-27,CTA_00821,62185.2,monetaria,2022-05-03,true,bajo,CTA_00480,35812.38,empresarial,2023-08-18,true,medio,TX_001525,2210.65,2026-02-24,1304,pago_servicio,agencia,,false,31,DEV_0323,telefono,10.68.221.177,iOS,true,2026-02-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_097,Guatemala,Antigua Guatemala,14.59836,-90.71928,false,UBI_096,Guatemala,Guatemala,14.60582,-90.53823,false,UBI_069,Costa Rica,San José,9.89724,-84.10102,true
USU_0676,Jose Gomez,32,true,jose.gomez@correo.com|0676@banco-demo.com,2023-08-31,CTA_00826,66940.27,empresarial,2024-05-29,true,bajo,CTA_00487,4317.76,empresarial,2025-05-08,true,medio,TX_001526,2504.51,2026-03-11,1093,pago_servicio,web,,false,14,DEV_0326,laptop,10.71.242.190,Linux,true,2026-03-11,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_098,Guatemala,Quetzaltenango,14.88388,-91.56475,false,UBI_106,Panamá,Ciudad de Panamá,8.97474,-79.51613,true,UBI_084,Guatemala,Guatemala,14.67177,-90.46977,false
USU_0677,Maria Lopez,43,false,maria.lopez@correo.com|0677@banco-demo.com,2022-02-22,CTA_00831,11377.77,ahorro,2023-11-10,true,medio,CTA_00494,18656.36,nomina,2024-06-18,true,bajo,TX_001527,2188.43,2026-04-10,193,retiro,web,,false,23,DEV_0329,pos,10.74.8.203,iOS,true,2026-04-10,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_099,Guatemala,Escuintla,14.29763,-90.78499,false,UBI_116,México,Tapachula,14.9402,-92.28983,true,UBI_099,Guatemala,Escuintla,14.29301,-90.82904,false
USU_0678,Fernando Martinez,59,false,fernando.martinez@correo.com|0678@banco-demo.com,2025-07-22,CTA_00836,10962.26,monetaria,2025-08-21,true,bajo,CTA_00501,59929.93,nomina,2023-07-14,true,bajo,TX_001528,667.84,2026-03-09,689,compra_online,web,,false,6,DEV_0332,laptop,10.77.29.216,POS-Embedded,true,2026-03-09,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_100,Guatemala,Cobán,15.44971,-90.41306,false,UBI_007,Honduras,Tegucigalpa,14.10894,-87.15766,true,UBI_114,El Salvador,San Salvador,13.7319,-89.21856,true
USU_0679,Paola Mendez,51,true,paola.mendez@correo.com|0679@banco-demo.com,2020-09-15,CTA_00841,36324.81,empresarial,2021-06-09,true,medio,CTA_00508,34713.84,ahorro,2025-08-23,true,bajo,TX_001529,4302.95,2026-03-28,1087,retiro,cajero,,false,25,DEV_0335,pos,10.80.50.229,iOS,true,2026-03-28,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_101,Guatemala,Petén,16.95529,-89.93143,false,UBI_017,Guatemala,Petén,16.8662,-89.84742,false,UBI_010,Panamá,Ciudad de Panamá,8.9795,-79.5503,true
USU_0680,Carlos Morales,51,true,carlos.morales@correo.com|0680@banco-demo.com,2020-09-03,CTA_00846,5142.57,ahorro,2024-05-19,true,medio,CTA_00515,31976.97,empresarial,2023-09-10,true,bajo,TX_001530,137.22,2026-03-05,106,retiro,web,,false,21,DEV_0338,laptop,10.83.71.242,Linux,false,2026-03-05,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_102,El Salvador,San Salvador,13.67144,-89.18567,true,UBI_027,Guatemala,Escuintla,14.34428,-90.79011,false,UBI_025,Guatemala,Antigua Guatemala,14.56094,-90.73047,false
USU_0681,Jose Perez,36,true,jose.perez@correo.com|0681@banco-demo.com,2022-08-07,CTA_00851,6916.87,nomina,2022-03-20,true,medio,CTA_00522,21660.45,empresarial,2023-05-19,true,bajo,TX_001531,3535.32,2026-04-20,424,pago_servicio,pos,,false,11,DEV_0341,telefono,10.86.92.0,Android,true,2026-04-20,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_103,Honduras,Tegucigalpa,14.0899,-87.18703,true,UBI_037,Guatemala,Antigua Guatemala,14.60367,-90.69461,false,UBI_040,Guatemala,Cobán,15.46973,-90.33247,false
USU_0682,Pablo Reyes,39,true,pablo.reyes@correo.com|0682@banco-demo.com,2022-12-27,CTA_00856,43219.03,empresarial,2024-08-14,true,medio,CTA_00529,52470.21,nomina,2023-07-09,true,bajo,TX_001532,2150.47,2026-03-03,1288,pago_servicio,cajero,,false,36,DEV_0344,telefono,10.89.113.13,Linux,true,2026-03-03,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_104,México,Tapachula,14.93983,-92.27745,true,UBI_047,Colombia,Bogotá,4.72485,-74.08555,true,UBI_055,Honduras,Tegucigalpa,14.02401,-87.15894,true
USU_0683,Elena Ramirez,19,true,elena.ramirez@correo.com|0683@banco-demo.com,2023-02-12,CTA_00861,6763.35,nomina,2025-12-18,true,bajo,CTA_00536,53199.35,ahorro,2025-05-22,true,bajo,TX_001533,2623.14,2026-02-06,385,retiro,web,,false,7,DEV_0347,laptop,10.92.134.26,Windows,true,2026-02-06,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_105,Costa Rica,San José,9.89739,-84.11705,true,UBI_057,Costa Rica,San José,9.95872,-84.10322,true,UBI_070,Panamá,Ciudad de Panamá,8.97446,-79.52785,true
USU_0684,Camila Martinez,27,true,camila.martinez@correo.com|0684@banco-demo.com,2021-08-28,CTA_00866,723.35,nomina,2023-10-23,true,bajo,CTA_00543,26932.68,empresarial,2025-08-13,true,bajo,TX_001534,851.46,2026-02-21,890,pago_servicio,agencia,,false,10,DEV_0350,tablet,10.95.155.39,Android,true,2026-02-21,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_106,Panamá,Ciudad de Panamá,9.01619,-79.54723,true,UBI_067,Honduras,Tegucigalpa,14.034,-87.23265,true,UBI_085,Guatemala,Antigua Guatemala,14.51385,-90.72893,false
USU_0685,Lucia Gomez,33,true,lucia.gomez@correo.com|0685@banco-demo.com,2021-08-06,CTA_00871,21172.26,ahorro,2023-07-03,true,bajo,CTA_00550,1687.85,ahorro,2025-10-04,true,bajo,TX_001535,1518.33,2026-04-13,225,compra_online,cajero,ubicacion_inusual,true,65,DEV_0353,pos,10.98.176.52,POS-Embedded,false,2026-04-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_011,Colombia,Bogotá,4.6697,-74.04212,true,UBI_077,Guatemala,Petén,16.87773,-89.90108,false,UBI_100,Guatemala,Cobán,15.44338,-90.36099,false
